Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
259,just the job when arriving at larnaca airport and needing to stay overnight,excellent location near airport then easy drive into larnaca. very friendly and helpful staff.,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Location,excellent location near airport then easy drive into larnaca.,Positive,good_location,excellent_location,near_airport,easy_to_drive_to_Larnaca,,,,,,,,,,,,,no_evident_not_excellent_location,no_evident_not_near_airport,no_evident_not_easy_to_drive_to_Larnaca,,,,,,,,,,,,,,Not claim,Out of scope,Out of scope,,,,
259,just the job when arriving at larnaca airport and needing to stay overnight,excellent location near airport then easy drive into larnaca. very friendly and helpful staff.,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Staff,very friendly and helpful staff.,Positive,good_staff,friendly_staff,helpful_staff,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_helpful_staff,,,,,,,,,,,,,,,,,,,,,
259,just the job when arriving at larnaca airport and needing to stay overnight,excellent location near airport then easy drive into larnaca. very friendly and helpful staff.,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Room,only thing was the bathroom floor got wet from the shower and became very slippery. needs two foot towels rather than just one.,Negative,bad_room,bathroom_floor_wet_from_shower,slippery_bathroom_floor,not_enough_foot_towel,,,,,,,,,,,,,have_evident_bathroom_floor_wet_from_shower,have_evident_slippery_bathroom_floor,have_evident_not_enough_foot_towel,,,,,,,,,,,,,,,,,,,,
260,Wonderful,"Friendly staff, delicious breakfast. Very comfortable beds. 10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.",,Staff,"Friendly staff,",Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
260,Wonderful,"Friendly staff, delicious breakfast. Very comfortable beds. 10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.",,Food,delicious breakfast.,Positive,good_food,delicious_breakfast,,,,,,,,,,,,,,,no_evident_not_delicious_breakfast,,,,,,,,,,,,,,,,,,,,,,
260,Wonderful,"Friendly staff, delicious breakfast. Very comfortable beds. 10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.",,Room,Very comfortable beds.,Positive,good_room,comfortable_bed,,,,,,,,,,,,,,,no_evident_not_comfortable_bed,,,,,,,,,,,,,,,,,,,,,,
260,Wonderful,"Friendly staff, delicious breakfast. Very comfortable beds. 10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.",,Location,10 mins walk to Mackenzie Beach and 40 mins (3 km) walk to downtown on a nice promenade.,Positive,good_location,10_minute_walk_to_Mackenzieb_beach,40_minute_walk_to_downtown,3_km_walk_to_downtown,,,,,,,,,,,,,no_evident_not_10_minute_walk_to_Mackenzieb_beach,no_evident_not_40_minute_walk_to_downtown,no_evident_not_3_km_walk_to_downtown,,,,,,,,,,,,,,,,,,,,
261,Exceptional,Everything was clean and cozy. We were introduced very good in everything and we felt very good there!,,Room,Everything was clean and cozy. ,Positive,good_room,clean_room,cozy_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_cozy_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
261,Exceptional,Everything was clean and cozy. We were introduced very good in everything and we felt very good there!,,Facility,Everything was clean and cozy. ,Positive,good_facility,everything_clean,everything_cozy,,,,,,,,,,,,,,no_evident_not_everything_clean,no_evident_not_everything_cozy,,,,,,,,,,,,,,,,,,,,,
261,Exceptional,Everything was clean and cozy. We were introduced very good in everything and we felt very good there!,,Staff,We were introduced very good in everything ,Positive,good_staff,staff_introduce_very_good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Exceptional,Everything was clean and cozy. We were introduced very good in everything and we felt very good there!,,Off,and we felt very good there!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Exceptional,"Clean, great attentive staff, location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",Nothing,Room,"Clean,  We slept well in a comfy clean bed",Positive,good_room,clean_room,comfy_bed,clean_bed,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_comfy_bed,no_evident_not_clean_bed,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
262,Exceptional,"Clean, great attentive staff, location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",Nothing,Staff,"great attentive staff, The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel, before they arranged a car for us to get back to the airport to collect our hire car.",Positive,good_staff,great_staff,attentive_staff,helpful_staff,staff_arrange_car_to_airport,,,,,,,,,,,,no_evident_not_great_staff,no_evident_not_attentive_staff,no_evident_not_helpful_staff,no_evident_not_staff_arrange_car_to_airport,,,,,,,,,,,,,,,,,,,
262,Exceptional,"Clean, great attentive staff, location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",Nothing,Location,The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. ,Positive,good_location,close_to_airport,6_minute_to_airport_by_taxi,,,,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_6_minute_to_airport_by_taxi,,,,,,,,,,,,,,,,,,,,,
262,Exceptional,"Clean, great attentive staff, location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",Nothing,Food,and had a terrific breakfast on the terrace,Positive,good_food,terrific_breakfast,,,,,,,,,,,,,,,no_evident_not_terrific_breakfast,,,,,,,,,,,,,,,,,,,,,,
262,Exceptional,"Clean, great attentive staff, location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise. The hotel was close to the airport - 6 minutes by taxi (€20) - and we arrived late. The staff could not be more helpful and showed us to a really nice room with a balcony over the front of the hotel. We slept well in a comfy clean bed and had a terrific breakfast on the terrace before they arranged a car for us to get back to the airport to collect our hire car. Nice start to our holiday highly recommenced.",Nothing,Off,"location.
 We booked the hotel to facilitate a stop over due to a late flight into Larnaca before travelling onto our holiday villa. What a pleasant surprise, Nice start to our holiday highly recommenced, Nothing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"lovely boutique hotel with super friendly staff and convenient location to beach, restaurants and the airport.",room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,,Room,room was big enough with comfy beds for family of four; liked having a small balcony for outdoor space.,Positive,good_room,big_enough_for_family_of_4,comfy_bed,small_balcony_room,,,,,,,,,,,,,no_evident_not_big_enough_for_family_of_4,no_evident_not_comfy_bed,no_evident_not_small_balcony_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
264,Pleasant stay,Friendly staff.clean and comfortable beds.,,Staff,Friendly staff.,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
264,Pleasant stay,Friendly staff.clean and comfortable beds.,,Room,clean and comfortable beds.,Positive,good_room,clean_room,comfortable_bed,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_comfortable_bed,,,,,,,,,,,,,,,,,,,,,
265,Great value for money,"Booked this as it was near the airport and we arrived at 11pm and didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday. 
 Very warm welcome and very clean and comfortable- as good a hotel as I’ve stayed at for £50 a night.",,Location,Booked this as it was near the airport ,Positive,good_location,near_airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Great value for money,"Booked this as it was near the airport and we arrived at 11pm and didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday. 
 Very warm welcome and very clean and comfortable- as good a hotel as I’ve stayed at for £50 a night.",,Off,and we arrived at 11pm and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
265,Great value for money,"Booked this as it was near the airport and we arrived at 11pm and didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday. 
 Very warm welcome and very clean and comfortable- as good a hotel as I’ve stayed at for £50 a night.",,Price,didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday.,Negative,bad_price,not_worth_one_night,not_worth_at_5_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Great value for money,"Booked this as it was near the airport and we arrived at 11pm and didn’t seem worth paying for one night at the 5 star we stayed at for the rest of the holiday. 
 Very warm welcome and very clean and comfortable- as good a hotel as I’ve stayed at for £50 a night.",,Staff,Very warm welcome,Positive,good_staff,warm_welcome_staff,,,,,,,,,,,,,,,no_evident_not_warm_welcome_staff,,,,,,,,,,,,,,,,,,,,,,
