ID,Original Assumption,Assumption,Proposition,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by YY,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Phanphum,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
1925,no_evident_not_professional_staff,professional_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,Yes,Yes,Yes
1926,no_evident_not_professional_staff,professional_staff,staff_not_provide_good_solution,,,,Yes,Yes,,Yes
1927,no_evident_not_professional_staff,professional_staff,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
1928,no_evident_not_professional_staff,professional_staff,staff_not_speak_Cypriot_language,,,,Yes,No,Yes,Yes
1929,no_evident_not_professional_staff,professional_staff,no_staff_at_night,,,,Yes,No,Yes,Yes
1930,no_evident_not_professional_staff,professional_staff,staff_not_understand_English_well,,,,Yes,No,Yes,Yes
1931,no_evident_not_professional_staff,professional_staff,staff_cannot_give_bus_to_airport_information,,,,Yes,Yes,,Yes
1932,no_evident_not_professional_staff,professional_staff,only_one_staff_wear_mask,,,,No,No,,No
1933,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_not_speak_English_properly,,,,No,No,,No
1934,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_clean_after_complaint,,,,No,No,,No
1935,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_should_learn_better_English,,,,No,No,,No
1936,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_need_improve_organization,,,,No,No,,No
1937,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_need_improve_collaboration,,,,No,No,,No
1938,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_need_keep_update,,,,No,No,,No
1939,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,not_kind_staff,,,,No,No,,No
1940,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,no_empathy_staff,,,,No,No,,No
1941,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_fail_to_communicate_with_taxi,,,,No,Yes,Yes,Yes
1942,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_fail_to_guest_request,,,,Yes,No,Yes,Yes
1943,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_cannot_provide_double_bed,,,,No,No,,No
1944,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,offended_staff,,,,No,No,,No
1945,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_not_justify_booking_issue,,,,No,No,,No
1946,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
1947,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_enforce_cancellation_charge,,,,No,No,,No
1948,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
1949,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_not_provide_good_solution,,,,No,No,,No
1950,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_has_unaceptable_manner,,,,No,No,,No
1951,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_not_speak_Cypriot_language,,,,No,No,,No
1952,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,no_staff_at_night,,,,Yes,Yes,,Yes
1953,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_not_understand_English_well,,,,No,No,,No
1954,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
1955,no_evident_not_staff_arrange_car_to_airport,staff_arrange_car_to_airport,only_one_staff_wear_mask,,,,No,No,,No
1956,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_not_speak_English_properly,,,,No,No,,No
1957,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_clean_after_complaint,,,,No,No,,No
1958,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_should_learn_better_English,,,,No,No,,No
1959,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_need_improve_organization,,,,No,No,,No
1960,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_need_improve_collaboration,,,,No,No,,No
1961,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_need_keep_update,,,,No,No,,No
1962,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,not_kind_staff,,,,No,No,,No
1963,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,no_empathy_staff,,,,No,No,,No
1964,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_fail_to_communicate_with_taxi,,,,Yes,Yes,,Yes
1965,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_fail_to_guest_request,,,,Yes,No,Yes,Yes
1966,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_cannot_provide_double_bed,,,,No,No,,No
1967,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,offended_staff,,,,No,No,,No
1968,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_not_justify_booking_issue,,,,No,No,,No
1969,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
1970,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_enforce_cancellation_charge,,,,No,No,,No
1971,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
1972,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_not_provide_good_solution,,,,No,No,,No
1973,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_has_unaceptable_manner,,,,No,No,,No
1974,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_not_speak_Cypriot_language,,,,No,No,,No
1975,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,no_staff_at_night,,,,Yes,Yes,,Yes
1976,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_not_understand_English_well,,,,No,No,,No
1977,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
1978,no_evident_not_staff_arrange_taxi_from_airport,staff_arrange_taxi_from_airport,only_one_staff_wear_mask,,,,No,No,,No
1979,no_evident_not_delightful_staff,delightful_staff,staff_not_speak_English_properly,,,,Yes,No,Yes,Yes
1980,no_evident_not_delightful_staff,delightful_staff,staff_clean_after_complaint,,,,No,No,,No
1981,no_evident_not_delightful_staff,delightful_staff,staff_should_learn_better_English,,,,Yes,No,Yes,Yes
1982,no_evident_not_delightful_staff,delightful_staff,staff_need_improve_organization,,,,Yes,No,Yes,Yes
1983,no_evident_not_delightful_staff,delightful_staff,staff_need_improve_collaboration,,,,Yes,No,Yes,Yes
1984,no_evident_not_delightful_staff,delightful_staff,staff_need_keep_update,,,,Yes,No,Yes,Yes
1985,no_evident_not_delightful_staff,delightful_staff,not_kind_staff,,,,Yes,Yes,,Yes
1986,no_evident_not_delightful_staff,delightful_staff,no_empathy_staff,,,,Yes,Yes,,Yes
1987,no_evident_not_delightful_staff,delightful_staff,staff_fail_to_communicate_with_taxi,,,,Yes,No,Yes,Yes
1988,no_evident_not_delightful_staff,delightful_staff,staff_fail_to_guest_request,,,,Yes,No,Yes,Yes
1989,no_evident_not_delightful_staff,delightful_staff,staff_cannot_provide_double_bed,,,,Yes,No,Yes,Yes
1990,no_evident_not_delightful_staff,delightful_staff,offended_staff,,,,Yes,Yes,,Yes
1991,no_evident_not_delightful_staff,delightful_staff,staff_not_justify_booking_issue,,,,Yes,Yes,,Yes
1992,no_evident_not_delightful_staff,delightful_staff,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,Yes,Yes,,Yes
1993,no_evident_not_delightful_staff,delightful_staff,staff_enforce_cancellation_charge,,,,No,No,,No
1994,no_evident_not_delightful_staff,delightful_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,Yes,Yes,Yes
1995,no_evident_not_delightful_staff,delightful_staff,staff_not_provide_good_solution,,,,No,No,,No
1996,no_evident_not_delightful_staff,delightful_staff,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
1997,no_evident_not_delightful_staff,delightful_staff,staff_not_speak_Cypriot_language,,,,No,No,,No
1998,no_evident_not_delightful_staff,delightful_staff,no_staff_at_night,,,,No,No,,No
1999,no_evident_not_delightful_staff,delightful_staff,staff_not_understand_English_well,,,,No,No,,No
2000,no_evident_not_delightful_staff,delightful_staff,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
2001,no_evident_not_delightful_staff,delightful_staff,only_one_staff_wear_mask,,,,No,No,,No
2002,no_evident_not_eager_to_help,eager_to_help,staff_not_speak_English_properly,,,,Yes,No,No,No
2003,no_evident_not_eager_to_help,eager_to_help,staff_clean_after_complaint,,,,No,No,,No
2004,no_evident_not_eager_to_help,eager_to_help,staff_should_learn_better_English,,,,No,No,,No
2005,no_evident_not_eager_to_help,eager_to_help,staff_need_improve_organization,,,,No,No,,No
2006,no_evident_not_eager_to_help,eager_to_help,staff_need_improve_collaboration,,,,No,No,,No
2007,no_evident_not_eager_to_help,eager_to_help,staff_need_keep_update,,,,No,No,,No
2008,no_evident_not_eager_to_help,eager_to_help,not_kind_staff,,,,Yes,Yes,,Yes
2009,no_evident_not_eager_to_help,eager_to_help,no_empathy_staff,,,,Yes,Yes,,Yes
2010,no_evident_not_eager_to_help,eager_to_help,staff_fail_to_communicate_with_taxi,,,,No,No,,No
2011,no_evident_not_eager_to_help,eager_to_help,staff_fail_to_guest_request,,,,No,No,,No
2012,no_evident_not_eager_to_help,eager_to_help,staff_cannot_provide_double_bed,,,,No,No,,No
2013,no_evident_not_eager_to_help,eager_to_help,offended_staff,,,,No,Yes,Yes,Yes
2014,no_evident_not_eager_to_help,eager_to_help,staff_not_justify_booking_issue,,,,Yes,No,Yes,Yes
2015,no_evident_not_eager_to_help,eager_to_help,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
2016,no_evident_not_eager_to_help,eager_to_help,staff_enforce_cancellation_charge,,,,No,No,,No
2017,no_evident_not_eager_to_help,eager_to_help,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
2018,no_evident_not_eager_to_help,eager_to_help,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
2019,no_evident_not_eager_to_help,eager_to_help,staff_has_unaceptable_manner,,,,No,Yes,Yes,Yes
2020,no_evident_not_eager_to_help,eager_to_help,staff_not_speak_Cypriot_language,,,,Yes,No,No,No
2021,no_evident_not_eager_to_help,eager_to_help,no_staff_at_night,,,,No,No,,No
2022,no_evident_not_eager_to_help,eager_to_help,staff_not_understand_English_well,,,,Yes,No,No,No
2023,no_evident_not_eager_to_help,eager_to_help,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
2024,no_evident_not_eager_to_help,eager_to_help,only_one_staff_wear_mask,,,,No,No,,No
2025,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_not_speak_English_properly,,,,No,No,,No
2026,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_clean_after_complaint,,,,No,No,,No
2027,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_should_learn_better_English,,,,No,No,,No
2028,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_need_improve_organization,,,,No,No,,No
2029,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_need_improve_collaboration,,,,No,No,,No
2030,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_need_keep_update,,,,No,No,,No
2031,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,not_kind_staff,,,,Yes,Yes,,Yes
2032,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,no_empathy_staff,,,,Yes,Yes,,Yes
2033,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_fail_to_communicate_with_taxi,,,,No,No,,No
2034,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_fail_to_guest_request,,,,Yes,Yes,,Yes
2035,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_cannot_provide_double_bed,,,,No,No,,No
2036,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,offended_staff,,,,Yes,Yes,,Yes
2037,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_not_justify_booking_issue,,,,Yes,Yes,,Yes
2038,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,Yes,Yes,,Yes
2039,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_enforce_cancellation_charge,,,,No,No,,No
2040,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,Yes,Yes,Yes
2041,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_not_provide_good_solution,,,,Yes,No,Yes,Yes
2042,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_has_unaceptable_manner,,,,Yes,Yes,,Yes
2043,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_not_speak_Cypriot_language,,,,No,No,,No
2044,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,no_staff_at_night,,,,No,Yes,Yes,Yes
2045,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_not_understand_English_well,,,,No,No,,No
2046,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
2047,no_evident_not_staff_make_stay_enjoyable,staff_make_stay_enjoyable,only_one_staff_wear_mask,,,,No,No,,No
2048,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_not_speak_English_properly,,,,No,No,,No
2049,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_clean_after_complaint,,,,No,No,,No
2050,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_should_learn_better_English,,,,No,No,,No
2051,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_need_improve_organization,,,,No,No,,No
2052,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_need_improve_collaboration,,,,No,No,,No
2053,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_need_keep_update,,,,No,No,,No
2054,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,not_kind_staff,,,,Yes,No,Yes,Yes
2055,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,no_empathy_staff,,,,Yes,No,Yes,Yes
2056,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_fail_to_communicate_with_taxi,,,,No,No,,No
2057,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_fail_to_guest_request,,,,No,No,,No
2058,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_cannot_provide_double_bed,,,,No,No,,No
2059,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,offended_staff,,,,No,No,,No
2060,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_not_justify_booking_issue,,,,No,No,,No
2061,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_charge_for_cancellation_while_no_cancellation_charge_in_Booking.com,,,,No,No,,No
2062,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_enforce_cancellation_charge,,,,No,No,,No
2063,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_mistakenly_throw_valuable_item_during_cleaning_service,,,,No,No,,No
2064,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_not_provide_good_solution,,,,No,No,,No
2065,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_has_unaceptable_manner,,,,No,No,,No
2066,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_not_speak_Cypriot_language,,,,No,No,,No
2067,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,no_staff_at_night,,,,No,No,,No
2068,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_not_understand_English_well,,,,No,No,,No
2069,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,staff_cannot_give_bus_to_airport_information,,,,No,No,,No
2070,no_evident_not_staff_allow_early_check-in_in_morning,staff_allow_early_check-in_in_morning,only_one_staff_wear_mask,,,,No,No,,No
2071,no_evident_not_staff_print_off_flight_documentation,staff_print_off_flight_documentation,staff_not_speak_English_properly,,,,No,No,,No
2072,no_evident_not_staff_print_off_flight_documentation,staff_print_off_flight_documentation,staff_clean_after_complaint,,,,No,No,,No
2073,no_evident_not_staff_print_off_flight_documentation,staff_print_off_flight_documentation,staff_should_learn_better_English,,,,No,No,,No
2074,no_evident_not_staff_print_off_flight_documentation,staff_print_off_flight_documentation,staff_need_improve_organization,,,,No,No,,No
